premises_text	Premises_text	hypothesis_text	Hipotesis_teks	id_pair	id_premis	label
The head of government is a prime minister appointed by the president with approval from parliament.	Kepala pemerintahan adalah perdana menteri yang ditunjuk oleh presiden dengan persetujuan dari parlemen.	The head of government is a prime minister appointed by parliament with the approval of the president.	Kepala pemerintahan adalah perdana menteri yang ditunjuk oleh parlemen dengan persetujuan presiden.	123330	12333	c
The head of government is a prime minister appointed by the president with approval from parliament.	Kepala pemerintahan adalah perdana menteri yang ditunjuk oleh presiden dengan persetujuan dari parlemen.	The head of government is a president.	Kepala pemerintahan adalah seorang presiden.	123331	12333	c
The head of government is a prime minister appointed by the president with approval from parliament.	Kepala pemerintahan adalah perdana menteri yang ditunjuk oleh presiden dengan persetujuan dari parlemen.	Parliament must be approved by the president.	Parlemen harus disetujui oleh presiden.	123332	12333	n
The head of government is a prime minister appointed by the president with approval from parliament.	Kepala pemerintahan adalah perdana menteri yang ditunjuk oleh presiden dengan persetujuan dari parlemen.	Parliament must approve the president.	Parlemen harus menyetujui presiden.	123333	12333	n
The head of government is a prime minister appointed by the president with approval from parliament.	Kepala pemerintahan adalah perdana menteri yang ditunjuk oleh presiden dengan persetujuan dari parlemen.	The head of government is a prime minister.	Kepala pemerintahan adalah perdana menteri.	123334	12333	e
The head of government is a prime minister appointed by the president with approval from parliament.	Kepala pemerintahan adalah perdana menteri yang ditunjuk oleh presiden dengan persetujuan dari parlemen.	The head of government is appointed by the president with approval from parliament.	Kepala pemerintahan ditunjuk oleh presiden dengan persetujuan dari parlemen.	123335	12333	e
They arrived in Honolulu aboard the passenger ship City of Tokio, and became the first Japanese immigrant in Hawaii to come to work on a sugar cane plantation based on a Hawaii government-regulated program.	Mereka tiba di Honolulu dengan kapal penumpang City of Tokio, dan menjadi imigran Jepang pertama di Hawaii yang datang untuk bekerja di perkebunan tebu berdasarkan program yang diatur pemerintah Hawaii.	They didn't arrive in Honolulu.	Mereka tidak tiba di Honolulu.	123340	12334	c
They arrived in Honolulu aboard the passenger ship City of Tokio, and became the first Japanese immigrant in Hawaii to come to work on a sugar cane plantation based on a Hawaii government-regulated program.	Mereka tiba di Honolulu dengan kapal penumpang City of Tokio, dan menjadi imigran Jepang pertama di Hawaii yang datang untuk bekerja di perkebunan tebu berdasarkan program yang diatur pemerintah Hawaii.	They're the second Japanese immigrant.	Mereka imigran Jepang kedua.	123341	12334	c
They arrived in Honolulu aboard the passenger ship City of Tokio, and became the first Japanese immigrant in Hawaii to come to work on a sugar cane plantation based on a Hawaii government-regulated program.	Mereka tiba di Honolulu dengan kapal penumpang City of Tokio, dan menjadi imigran Jepang pertama di Hawaii yang datang untuk bekerja di perkebunan tebu berdasarkan program yang diatur pemerintah Hawaii.	They don't regulate Hawaii's slanderers.	Mereka tidak mengatur fitnah Hawaii.	123342	12334	n
Moody's Corporation is the parent company of Moody's Investors Service which provides financial analysis services and analysis of business agencies and government agencies.	Moody's Corporation adalah perusahaan induk dari Moody's Investors Service yang menyediakan layanan analisis keuangan dan analisis badan usaha dan badan pemerintah.	Moody's corporation is a subsidiary.	Perusahaan Moody adalah anak perusahaan.	123350	12335	c
Moody's Corporation is the parent company of Moody's Investors Service which provides financial analysis services and analysis of business agencies and government agencies.	Moody's Corporation adalah perusahaan induk dari Moody's Investors Service yang menyediakan layanan analisis keuangan dan analisis badan usaha dan badan pemerintah.	Moody Investors service is the parent company of Moody's Corporation.	Moody Investors adalah perusahaan induk dari Moody's Corporation.	123351	12335	c
Moody's Corporation is the parent company of Moody's Investors Service which provides financial analysis services and analysis of business agencies and government agencies.	Moody's Corporation adalah perusahaan induk dari Moody's Investors Service yang menyediakan layanan analisis keuangan dan analisis badan usaha dan badan pemerintah.	Moody Investors Service has 2 subsidiaries.	Moody Investors Service memiliki 2 anak perusahaan.	123352	12335	n
Moody's Corporation is the parent company of Moody's Investors Service which provides financial analysis services and analysis of business agencies and government agencies.	Moody's Corporation adalah perusahaan induk dari Moody's Investors Service yang menyediakan layanan analisis keuangan dan analisis badan usaha dan badan pemerintah.	The Moody Corporation is a financial analysis and analysis services company of all institutions.	Moody Corporation adalah perusahaan jasa analisis dan analisis keuangan dari semua lembaga.	123353	12335	n
Moody's Corporation is the parent company of Moody's Investors Service which provides financial analysis services and analysis of business agencies and government agencies.	Moody's Corporation adalah perusahaan induk dari Moody's Investors Service yang menyediakan layanan analisis keuangan dan analisis badan usaha dan badan pemerintah.	Moody's corporation ranked the credit wealth of borrowers.	Perusahaan Moody menempatkan kekayaan kredit peminjam.	123354	12335	e
Moody's Corporation is the parent company of Moody's Investors Service which provides financial analysis services and analysis of business agencies and government agencies.	Moody's Corporation adalah perusahaan induk dari Moody's Investors Service yang menyediakan layanan analisis keuangan dan analisis badan usaha dan badan pemerintah.	Moody's Investors Service has a subsidiary.	Moody's Investors Service memiliki anak perusahaan.	123355	12335	e
The government's free treatment program greatly assists the public in obtaining health care.	Program pengobatan gratis yang dilakukan pemerintah sangat membantu masyarakat dalam mendapatkan pelayanan kesehatan.	The government's treatment program is paid for.	Program pengobatan pemerintah dibayar.	123360	12336	c
The government's free treatment program greatly assists the public in obtaining health care.	Program pengobatan gratis yang dilakukan pemerintah sangat membantu masyarakat dalam mendapatkan pelayanan kesehatan.	The treatment programs implemented by the government are not helpful.	Program pengobatan yang diterapkan oleh pemerintah tidak membantu.	123361	12336	c
The government's free treatment program greatly assists the public in obtaining health care.	Program pengobatan gratis yang dilakukan pemerintah sangat membantu masyarakat dalam mendapatkan pelayanan kesehatan.	Government programs don't help.	Program pemerintah tidak membantu.	123362	12336	n
The government's free treatment program greatly assists the public in obtaining health care.	Program pengobatan gratis yang dilakukan pemerintah sangat membantu masyarakat dalam mendapatkan pelayanan kesehatan.	Health care is free by the government.	Pelayanan kesehatan gratis oleh pemerintah.	123363	12336	n
The government's free treatment program greatly assists the public in obtaining health care.	Program pengobatan gratis yang dilakukan pemerintah sangat membantu masyarakat dalam mendapatkan pelayanan kesehatan.	The government carries out a free treatment program.	Pemerintah melaksanakan program pengobatan gratis.	123364	12336	e
The government's free treatment program greatly assists the public in obtaining health care.	Program pengobatan gratis yang dilakukan pemerintah sangat membantu masyarakat dalam mendapatkan pelayanan kesehatan.	The government's treatment program helps the public.	Program pengobatan pemerintah membantu masyarakat.	123365	12336	e
The provision of this workforce is a problem faced by the pulp and paper industry today that requires a sudden breakdown.	Pengadaan tenaga kerja ini merupakan masalah yang dihadapi oleh industri pulp dan kertas saat ini yang membutuhkan pemecahan secara mendadak.	Workforce provision is not a problem facing the pulp industry.	Pengadaan tenaga kerja bukanlah masalah yang dihadapi industri pulp.	123370	12337	c
The provision of this workforce is a problem faced by the pulp and paper industry today that requires a sudden breakdown.	Pengadaan tenaga kerja ini merupakan masalah yang dihadapi oleh industri pulp dan kertas saat ini yang membutuhkan pemecahan secara mendadak.	The provision of this workforce is a problem faced by the pulp and paper industry at the moment that does not require solving.	Penyediaan tenaga kerja ini adalah masalah yang dihadapi oleh industri pulp dan kertas pada saat ini yang tidak memerlukan pemecahan.	123371	12337	c
The provision of this workforce is a problem faced by the pulp and paper industry today that requires a sudden breakdown.	Pengadaan tenaga kerja ini merupakan masalah yang dihadapi oleh industri pulp dan kertas saat ini yang membutuhkan pemecahan secara mendadak.	Workforce provision is a problem facing all sides of the industry.	Pengadaan tenaga kerja adalah masalah yang dihadapi semua sisi industri.	123372	12337	n
The provision of this workforce is a problem faced by the pulp and paper industry today that requires a sudden breakdown.	Pengadaan tenaga kerja ini merupakan masalah yang dihadapi oleh industri pulp dan kertas saat ini yang membutuhkan pemecahan secara mendadak.	Workforce provision requires a sudden breakdown.	Pengadaan tenaga kerja membutuhkan gangguan mendadak.	123373	12337	n
The provision of this workforce is a problem faced by the pulp and paper industry today that requires a sudden breakdown.	Pengadaan tenaga kerja ini merupakan masalah yang dihadapi oleh industri pulp dan kertas saat ini yang membutuhkan pemecahan secara mendadak.	The workforce supply problem by the pulp and paper industry requires a sudden breakdown.	Masalah pasokan tenaga kerja oleh industri pulp dan kertas membutuhkan pemecahan mendadak.	123374	12337	e
The provision of this workforce is a problem faced by the pulp and paper industry today that requires a sudden breakdown.	Pengadaan tenaga kerja ini merupakan masalah yang dihadapi oleh industri pulp dan kertas saat ini yang membutuhkan pemecahan secara mendadak.	Industry and pulp have problems with the provision of labor.	Industri dan pulp memiliki masalah dengan penyediaan tenaga kerja.	123375	12337	e
It is related to the construction of government facilities and facilities in Kajen City which were implemented gradually.	Hal tersebut terkait dengan pembangunan fasilitas dan fasilitas pemerintah di Kota Kajen yang dilaksanakan secara bertahap.	It is not related to the construction of the means.	Hal ini tidak berkaitan dengan pembangunan sarana.	123380	12338	c
It is related to the construction of government facilities and facilities in Kajen City which were implemented gradually.	Hal tersebut terkait dengan pembangunan fasilitas dan fasilitas pemerintah di Kota Kajen yang dilaksanakan secara bertahap.	It is related to the construction of government facilities and facilities in Kajen City which are implemented directly.	Hal tersebut terkait dengan pembangunan fasilitas dan fasilitas pemerintah di Kota Kajen yang dilaksanakan secara langsung.	123381	12338	c
It is related to the construction of government facilities and facilities in Kajen City which were implemented gradually.	Hal tersebut terkait dengan pembangunan fasilitas dan fasilitas pemerintah di Kota Kajen yang dilaksanakan secara bertahap.	It is related to the construction of government facilities and facilities in the city being implemented gradually.	Hal ini terkait dengan pembangunan fasilitas dan fasilitas pemerintah di kota yang dilaksanakan secara bertahap.	123382	12338	n
It is related to the construction of government facilities and facilities in Kajen City which were implemented gradually.	Hal tersebut terkait dengan pembangunan fasilitas dan fasilitas pemerintah di Kota Kajen yang dilaksanakan secara bertahap.	The city of Kajen carried out the construction of the means gradually.	Kota Kajen melaksanakan pembangunan sarana tersebut secara bertahap.	123383	12338	n
It is related to the construction of government facilities and facilities in Kajen City which were implemented gradually.	Hal tersebut terkait dengan pembangunan fasilitas dan fasilitas pemerintah di Kota Kajen yang dilaksanakan secara bertahap.	It is related to development in Kajen City.	Hal ini terkait dengan pembangunan di Kota Kajen.	123384	12338	e
It is related to the construction of government facilities and facilities in Kajen City which were implemented gradually.	Hal tersebut terkait dengan pembangunan fasilitas dan fasilitas pemerintah di Kota Kajen yang dilaksanakan secara bertahap.	It is related to the construction of means.	Hal ini berkaitan dengan pembangunan sarana.	123385	12338	e
On this holiday, visitors to all local government-run national parks and parks are exempt from entry fees based on a Cabinet Meeting decision dated August 8, 2006.	Pada hari libur ini, pengunjung seluruh taman nasional dan taman yang dikelola pemerintah setempat dibebaskan dari biaya masuk berdasarkan keputusan Rapat Kabinet tertanggal 8 Agustus 2006.	Today is not off.	Hari ini tidak libur.	123390	12339	c
On this holiday, visitors to all local government-run national parks and parks are exempt from entry fees based on a Cabinet Meeting decision dated August 8, 2006.	Pada hari libur ini, pengunjung seluruh taman nasional dan taman yang dikelola pemerintah setempat dibebaskan dari biaya masuk berdasarkan keputusan Rapat Kabinet tertanggal 8 Agustus 2006.	On this holiday, Visitors to all national parks are not free of charge.	Pada hari libur ini, Pengunjung ke semua taman nasional tidak gratis.	123391	12339	c
On this holiday, visitors to all local government-run national parks and parks are exempt from entry fees based on a Cabinet Meeting decision dated August 8, 2006.	Pada hari libur ini, pengunjung seluruh taman nasional dan taman yang dikelola pemerintah setempat dibebaskan dari biaya masuk berdasarkan keputusan Rapat Kabinet tertanggal 8 Agustus 2006.	"On August 8, 2006, it was a holiday."	"Pada tanggal 8 Agustus 2006, itu adalah hari libur."	123392	12339	n
On this holiday, visitors to all local government-run national parks and parks are exempt from entry fees based on a Cabinet Meeting decision dated August 8, 2006.	Pada hari libur ini, pengunjung seluruh taman nasional dan taman yang dikelola pemerintah setempat dibebaskan dari biaya masuk berdasarkan keputusan Rapat Kabinet tertanggal 8 Agustus 2006.	On August 8, 2006, visitors to all riceoanl parks and regional government-run parks were exempt from entry fees.	Pada tanggal 8 Agustus 2006, pengunjung seluruh taman nasioanl dan taman yang dikelola pemerintah daerah dibebaskan dari biaya masuk.	123393	12339	n
On this holiday, visitors to all local government-run national parks and parks are exempt from entry fees based on a Cabinet Meeting decision dated August 8, 2006.	Pada hari libur ini, pengunjung seluruh taman nasional dan taman yang dikelola pemerintah setempat dibebaskan dari biaya masuk berdasarkan keputusan Rapat Kabinet tertanggal 8 Agustus 2006.	On this holiday, local government-run visitors and parks are exempt from entry fees.	Pada hari libur ini, pengunjung dan taman yang dikelola pemerintah setempat dibebaskan dari biaya masuk.	123394	12339	e
On this holiday, visitors to all local government-run national parks and parks are exempt from entry fees based on a Cabinet Meeting decision dated August 8, 2006.	Pada hari libur ini, pengunjung seluruh taman nasional dan taman yang dikelola pemerintah setempat dibebaskan dari biaya masuk berdasarkan keputusan Rapat Kabinet tertanggal 8 Agustus 2006.	The decision of the Cabinet Meeting on 8 August 2006 led to visitors to all national parks being exempt from entry fees on this holiday.	Keputusan Rapat Kabinet pada 8 Agustus 2006 membuat pengunjung semua taman nasional dibebaskan dari biaya masuk pada hari libur ini.	123395	12339	e
After passing a long career in the United States Congress, Johnson served as the 37th Vice President of the United States.	Setelah melewati karier panjang di Kongres Amerika Serikat, Johnson menjabat sebagai Wakil Presiden Amerika Serikat ke-37.	Johnson did not serve as the 37th Vice President of the United States.	Johnson tidak menjabat sebagai Wakil Presiden Amerika Serikat ke-37.	123400	12340	c
After passing a long career in the United States Congress, Johnson served as the 37th Vice President of the United States.	Setelah melewati karier panjang di Kongres Amerika Serikat, Johnson menjabat sebagai Wakil Presiden Amerika Serikat ke-37.	Johnson did not serve as the 38th Vice President of the United States.	Johnson tidak menjabat sebagai Wakil Presiden Amerika Serikat ke-38.	123402	12340	n
After passing a long career in the United States Congress, Johnson served as the 37th Vice President of the United States.	Setelah melewati karier panjang di Kongres Amerika Serikat, Johnson menjabat sebagai Wakil Presiden Amerika Serikat ke-37.	Before serving as vice president, Johnson had a career in the United States Congress.	Sebelum menjabat sebagai wakil presiden, Johnson berkarir di Kongres Amerika Serikat.	123404	12340	e
After passing a long career in the United States Congress, Johnson served as the 37th Vice President of the United States.	Setelah melewati karier panjang di Kongres Amerika Serikat, Johnson menjabat sebagai Wakil Presiden Amerika Serikat ke-37.	Johnson passed a long career in the United States Congress.	Johnson melewati karier panjang di Kongres Amerika Serikat.	123405	12340	e
By 2000 the Lor Garung had become the majority of the pondoh salak plantations, until now the village's progress was very rapid with the best salak pondoh farm in Sukoharjo.	Pada tahun 2000 Garung Lor telah menjadi mayoritas perkebunan salak pondoh, hingga saat ini kemajuan desa sangat pesat dengan adanya peternakan salak pondoh terbaik di Sukoharjo.	"As a result, this is a slow progression."	"Akibatnya, ini adalah progresi yang lambat."	123411	12341	c
By 2000 the Lor Garung had become the majority of the pondoh salak plantations, until now the village's progress was very rapid with the best salak pondoh farm in Sukoharjo.	Pada tahun 2000 Garung Lor telah menjadi mayoritas perkebunan salak pondoh, hingga saat ini kemajuan desa sangat pesat dengan adanya peternakan salak pondoh terbaik di Sukoharjo.	Before 2000, Gaung Lor was already the majority of the pondoh salak plantations.	Sebelum tahun 2000, Gaung Lor sudah menjadi mayoritas perkebunan salak pondoh. Pada tahun 2000, Gaung Lor menjadi salah satu sentra perkebunan salak pondoh.	123412	12341	n
By 2000 the Lor Garung had become the majority of the pondoh salak plantations, until now the village's progress was very rapid with the best salak pondoh farm in Sukoharjo.	Pada tahun 2000 Garung Lor telah menjadi mayoritas perkebunan salak pondoh, hingga saat ini kemajuan desa sangat pesat dengan adanya peternakan salak pondoh terbaik di Sukoharjo.	It has become the majority of the farm.	Ini telah menjadi mayoritas peternakan.	123413	12341	n
Iptek (science and technology) here does not mean simply technology, but is defined as science in a broad sense, namely basic science, medicine and biotechnology, engineering, social, political, economic, legal, philosophical, religious, and cultural.	Iptek (ilmu pengetahuan dan teknologi) di sini bukan berarti semata-mata teknologi, tetapi diartikan sebagai ilmu pengetahuan dalam arti luas, yaitu ilmu dasar, kedokteran dan bioteknologi, teknik, sosial, politik, ekonomi, hukum, filsafat, agama, dan budaya.	Iptek is defined as just technology.	Iptek didefinisikan hanya sebagai teknologi.	123420	12342	c
Iptek (science and technology) here does not mean simply technology, but is defined as science in a broad sense, namely basic science, medicine and biotechnology, engineering, social, political, economic, legal, philosophical, religious, and cultural.	Iptek (ilmu pengetahuan dan teknologi) di sini bukan berarti semata-mata teknologi, tetapi diartikan sebagai ilmu pengetahuan dalam arti luas, yaitu ilmu dasar, kedokteran dan bioteknologi, teknik, sosial, politik, ekonomi, hukum, filsafat, agama, dan budaya.	Iptek is not defined as science in a broad sense.	Iptek tidak diartikan sebagai ilmu pengetahuan dalam arti yang luas. Iptek adalah ilmu pengetahuan yang bersifat umum.	123421	12342	c
Iptek (science and technology) here does not mean simply technology, but is defined as science in a broad sense, namely basic science, medicine and biotechnology, engineering, social, political, economic, legal, philosophical, religious, and cultural.	Iptek (ilmu pengetahuan dan teknologi) di sini bukan berarti semata-mata teknologi, tetapi diartikan sebagai ilmu pengetahuan dalam arti luas, yaitu ilmu dasar, kedokteran dan bioteknologi, teknik, sosial, politik, ekonomi, hukum, filsafat, agama, dan budaya.	Economics can be defined as cheating.	Ekonomi dapat didefinisikan sebagai kecurangan.	123422	12342	n
Iptek (science and technology) here does not mean simply technology, but is defined as science in a broad sense, namely basic science, medicine and biotechnology, engineering, social, political, economic, legal, philosophical, religious, and cultural.	Iptek (ilmu pengetahuan dan teknologi) di sini bukan berarti semata-mata teknologi, tetapi diartikan sebagai ilmu pengetahuan dalam arti luas, yaitu ilmu dasar, kedokteran dan bioteknologi, teknik, sosial, politik, ekonomi, hukum, filsafat, agama, dan budaya.	Biotechnology can be interpreted as medical science.	Bioteknologi dapat diartikan sebagai ilmu kedokteran.	123423	12342	n
Iptek (science and technology) here does not mean simply technology, but is defined as science in a broad sense, namely basic science, medicine and biotechnology, engineering, social, political, economic, legal, philosophical, religious, and cultural.	Iptek (ilmu pengetahuan dan teknologi) di sini bukan berarti semata-mata teknologi, tetapi diartikan sebagai ilmu pengetahuan dalam arti luas, yaitu ilmu dasar, kedokteran dan bioteknologi, teknik, sosial, politik, ekonomi, hukum, filsafat, agama, dan budaya.	Basic science is included in Iptek.	Ilmu dasar termasuk dalam Iptek.	123424	12342	e
Iptek (science and technology) here does not mean simply technology, but is defined as science in a broad sense, namely basic science, medicine and biotechnology, engineering, social, political, economic, legal, philosophical, religious, and cultural.	Iptek (ilmu pengetahuan dan teknologi) di sini bukan berarti semata-mata teknologi, tetapi diartikan sebagai ilmu pengetahuan dalam arti luas, yaitu ilmu dasar, kedokteran dan bioteknologi, teknik, sosial, politik, ekonomi, hukum, filsafat, agama, dan budaya.	Technology and culture belong to Iptek.	Teknologi dan budaya adalah milik Iptek.	123425	12342	e
The plantation crops that are quite a potential commodity in Bagansiapiapi area are palm oil, rubber, and coconut.	Tanaman perkebunan yang cukup menjadi komoditas potensial di wilayah Bagansiapiapi adalah kelapa sawit, karet, dan kelapa.	Coconut palm is not a plantation plant.	Kelapa sawit bukanlah tanaman perkebunan.	123431	12343	c
The plantation crops that are quite a potential commodity in Bagansiapiapi area are palm oil, rubber, and coconut.	Tanaman perkebunan yang cukup menjadi komoditas potensial di wilayah Bagansiapiapi adalah kelapa sawit, karet, dan kelapa.	All plants are quite potential commodities in the Bagansiapiapi area.	Semua tanaman adalah komoditas yang cukup potensial di daerah Bagansiapiapi.	123432	12343	n
The plantation crops that are quite a potential commodity in Bagansiapiapi area are palm oil, rubber, and coconut.	Tanaman perkebunan yang cukup menjadi komoditas potensial di wilayah Bagansiapiapi adalah kelapa sawit, karet, dan kelapa.	Bagansiapiapi has plantation plants.	Bagansiapiapi memiliki tanaman perkebunan.	123433	12343	n
The plantation crops that are quite a potential commodity in Bagansiapiapi area are palm oil, rubber, and coconut.	Tanaman perkebunan yang cukup menjadi komoditas potensial di wilayah Bagansiapiapi adalah kelapa sawit, karet, dan kelapa.	Palm oil includes a fairly potential commodity in the Bagansiapiapi area.	Minyak sawit termasuk komoditas yang cukup potensial di daerah Bagansiapiapi.	123435	12343	e
On October 24, 2012, there was a rally in Jakarta City Hall conducted by a group of workers from the Confederation of the All-Indonesian Workers Union.	Pada tanggal 24 Oktober 2012, diadakan pawai di Balai Kota DKI Jakarta yang dilakukan oleh sekelompok buruh dari Konfederasi Serikat Pekerja Seluruh Indonesia.	On October 24, 2012, there were no protests in Jakarta City Hall conducted by a group of workers from the Confederation of the All-Indonesian Workers Union.	Pada tanggal 24 Oktober 2012, tidak ada unjuk rasa di Balai Kota DKI Jakarta yang dilakukan oleh sekelompok buruh dari Konfederasi Serikat Pekerja Seluruh Indonesia.	123440	12344	c
On October 24, 2012, there was a rally in Jakarta City Hall conducted by a group of workers from the Confederation of the All-Indonesian Workers Union.	Pada tanggal 24 Oktober 2012, diadakan pawai di Balai Kota DKI Jakarta yang dilakukan oleh sekelompok buruh dari Konfederasi Serikat Pekerja Seluruh Indonesia.	A group of workers from the All-Indonesia Workers' Union confederate did not stage a rally in Balaikota Jakarta on 24 October 2012.	Sekelompok buruh dari konfederat Serikat Pekerja Seluruh Indonesia tidak melakukan aksi unjuk rasa di Balaikota Jakarta pada 24 Oktober 2012.	123441	12344	c
On October 24, 2012, there was a rally in Jakarta City Hall conducted by a group of workers from the Confederation of the All-Indonesian Workers Union.	Pada tanggal 24 Oktober 2012, diadakan pawai di Balai Kota DKI Jakarta yang dilakukan oleh sekelompok buruh dari Konfederasi Serikat Pekerja Seluruh Indonesia.	"The protest took place in the town hall on October 24, 2012, by a group of workers."	Protes terjadi di balai kota pada 24 Oktober 2012 oleh sekelompok pekerja.	123445	12344	e
Typically, magazines are funded by advertising, sales prices, subscription fees paid at the outset, or all three.	Biasanya, majalah didanai oleh iklan, harga penjualan, biaya berlangganan yang dibayarkan di awal, atau ketiganya.	Magazines are not funded by advertising.	Majalah tidak didanai oleh iklan.	123450	12345	c
Typically, magazines are funded by advertising, sales prices, subscription fees paid at the outset, or all three.	Biasanya, majalah didanai oleh iklan, harga penjualan, biaya berlangganan yang dibayarkan di awal, atau ketiganya.	Sales prices don't fund magazines.	Harga penjualan tidak mendanai majalah.	123451	12345	c
Typically, magazines are funded by advertising, sales prices, subscription fees paid at the outset, or all three.	Biasanya, majalah didanai oleh iklan, harga penjualan, biaya berlangganan yang dibayarkan di awal, atau ketiganya.	The ads are funded by magazines.	Iklan tersebut didanai oleh majalah.	123452	12345	n
Typically, magazines are funded by advertising, sales prices, subscription fees paid at the outset, or all three.	Biasanya, majalah didanai oleh iklan, harga penjualan, biaya berlangganan yang dibayarkan di awal, atau ketiganya.	The sale price is funded by the magazine.	Harga jualnya didanai oleh majalah tersebut.	123453	12345	n
Typically, magazines are funded by advertising, sales prices, subscription fees paid at the outset, or all three.	Biasanya, majalah didanai oleh iklan, harga penjualan, biaya berlangganan yang dibayarkan di awal, atau ketiganya.	Magazines are funded by advertising, sales prices, and subscription fees paid at the outset.	Majalah didanai oleh iklan, harga penjualan, dan biaya berlangganan yang dibayarkan di awal.	123454	12345	e
Typically, magazines are funded by advertising, sales prices, subscription fees paid at the outset, or all three.	Biasanya, majalah didanai oleh iklan, harga penjualan, biaya berlangganan yang dibayarkan di awal, atau ketiganya.	The sale price funds the magazine.	Dana harga jual majalah.	123455	12345	e
Apple bought NeXT on December 20, 1996 for $429 million and 1.5 million Apple shares, and much of the current Mac OS X system is built on an OPENSTEP basis.	Apple membeli NeXT pada 20 Desember 1996 dengan harga $429 juta dan 1,5 juta saham Apple, dan banyak dari sistem Mac OS X saat ini dibangun dengan dasar OPENSTEP.	No Mac OS X system was built on the basis of OPENSTEP.	Tidak ada sistem Mac OS X yang dibangun atas dasar OPENSTEP.	123460	12346	c
Apple bought NeXT on December 20, 1996 for $429 million and 1.5 million Apple shares, and much of the current Mac OS X system is built on an OPENSTEP basis.	Apple membeli NeXT pada 20 Desember 1996 dengan harga $429 juta dan 1,5 juta saham Apple, dan banyak dari sistem Mac OS X saat ini dibangun dengan dasar OPENSTEP.	All Mac OS X systems are built on the basis of OPENSTEP.	Semua sistem Mac OS X dibangun berdasarkan OPENSTEP.	123462	12346	n
Apple bought NeXT on December 20, 1996 for $429 million and 1.5 million Apple shares, and much of the current Mac OS X system is built on an OPENSTEP basis.	Apple membeli NeXT pada 20 Desember 1996 dengan harga $429 juta dan 1,5 juta saham Apple, dan banyak dari sistem Mac OS X saat ini dibangun dengan dasar OPENSTEP.	Some Mac OS X systems are currently built on the basis of OPENSTEP.	Beberapa sistem Mac OS X saat ini dibangun atas dasar OPENSTEP.	123465	12346	e
The response from the Regional Government and the Department of Religious Affairs to fulfill the desire to achieve a full and standalone IAIN in Medan, was followed up by preparing college buildings, libraries, administrative personnel, lecturers and other lectures.	Tanggapan dari Pemerintah Daerah dan Departemen Agama untuk memenuhi keinginan mewujudkan IAIN yang paripurna dan berdiri sendiri di Medan, ditindaklanjuti dengan menyiapkan gedung perkuliahan, perpustakaan, tenaga administrasi, dosen dan dosen lainnya.	The local government did not respond to fulfilling the desire to achieve a full IAIN and stand alone on the terrain.	Pemerintah daerah tidak menanggapi untuk memenuhi keinginan untuk mencapai IAIN penuh dan berdiri sendiri di medan.	123470	12347	c
The response from the Regional Government and the Department of Religious Affairs to fulfill the desire to achieve a full and standalone IAIN in Medan, was followed up by preparing college buildings, libraries, administrative personnel, lecturers and other lectures.	Tanggapan dari Pemerintah Daerah dan Departemen Agama untuk memenuhi keinginan mewujudkan IAIN yang paripurna dan berdiri sendiri di Medan, ditindaklanjuti dengan menyiapkan gedung perkuliahan, perpustakaan, tenaga administrasi, dosen dan dosen lainnya.	"In response, the local government and the Indonesian Department of Religious Affairs, to fulfill the desire to fulfill a full and dependent IAIN in Medan."	Menanggapi hal tersebut Pemerintah Daerah dan Departemen Agama RI untuk memenuhi keinginan untuk memenuhi IAIN yang lengkap dan tergantung di Medan.	123471	12347	c
The response from the Regional Government and the Department of Religious Affairs to fulfill the desire to achieve a full and standalone IAIN in Medan, was followed up by preparing college buildings, libraries, administrative personnel, lecturers and other lectures.	Tanggapan dari Pemerintah Daerah dan Departemen Agama untuk memenuhi keinginan mewujudkan IAIN yang paripurna dan berdiri sendiri di Medan, ditindaklanjuti dengan menyiapkan gedung perkuliahan, perpustakaan, tenaga administrasi, dosen dan dosen lainnya.	The local government is following up on the response from the Indonesian Department of Religious Affairs.	Pemerintah daerah menindaklanjuti tanggapan dari Departemen Agama RI.	123472	12347	n
The response from the Regional Government and the Department of Religious Affairs to fulfill the desire to achieve a full and standalone IAIN in Medan, was followed up by preparing college buildings, libraries, administrative personnel, lecturers and other lectures.	Tanggapan dari Pemerintah Daerah dan Departemen Agama untuk memenuhi keinginan mewujudkan IAIN yang paripurna dan berdiri sendiri di Medan, ditindaklanjuti dengan menyiapkan gedung perkuliahan, perpustakaan, tenaga administrasi, dosen dan dosen lainnya.	The Ministry of Religious Affairs prepares college buildings.	Kementerian Agama menyiapkan gedung-gedung perkuliahan.	123473	12347	n
The response from the Regional Government and the Department of Religious Affairs to fulfill the desire to achieve a full and standalone IAIN in Medan, was followed up by preparing college buildings, libraries, administrative personnel, lecturers and other lectures.	Tanggapan dari Pemerintah Daerah dan Departemen Agama untuk memenuhi keinginan mewujudkan IAIN yang paripurna dan berdiri sendiri di Medan, ditindaklanjuti dengan menyiapkan gedung perkuliahan, perpustakaan, tenaga administrasi, dosen dan dosen lainnya.	"As a result, the need for a full-fledged, self-employed and self-employed community to meet the needs of the college."	Untuk itu perlunya masyarakat yang berwawasan luas dan mandiri untuk memenuhi kebutuhan perguruan tinggi tersebut.	123474	12347	e
